Date,Day_of_Week,Item_ID,Item_Name,Category,Unit_Price_LKR,Discount_Applied,Starting_Stock,Quantity_Sold,Closing_Stock,Total_Revenue_LKR,Is_Holiday_Season
2025-06-26,Thursday,PER-002,Lifebuoy Soap,Personal Care,150,0%,187,38,149,5700.0,0
2025-06-27,Friday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,54,15,39,18750.0,0
2025-06-27,Friday,GRO-002,Nadu Rice 5kg,Grocery,1100,10%,42,22,20,21780.0,0
2025-06-27,Friday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,189,23,166,8740.0,0
2025-06-27,Friday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,221,34,187,39100.0,0
2025-06-27,Friday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,44,13,31,9750.0,0
2025-06-27,Friday,SNA-001,Munchee Super Cream Cracker,Snacks,250,10%,58,27,31,6075.0,0
2025-06-27,Friday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,90,15,75,4500.0,0
2025-06-27,Friday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,233,18,215,3960.0,0
2025-06-27,Friday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,224,23,201,19550.0,0
2025-06-27,Friday,BEV-001,Coca Cola 1.5L,Beverages,450,10%,41,22,19,8910.0,0
2025-06-27,Friday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,231,14,217,3220.0,0
2025-06-27,Friday,PER-002,Lifebuoy Soap,Personal Care,150,0%,149,29,120,4350.0,0
2025-06-28,Saturday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,239,23,216,28750.0,0
2025-06-28,Saturday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,220,30,190,33000.0,0
2025-06-28,Saturday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,166,43,123,16340.0,0
2025-06-28,Saturday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,187,36,151,41400.0,0
2025-06-28,Saturday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,231,12,219,9000.0,0
2025-06-28,Saturday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,231,43,188,10750.0,0
2025-06-28,Saturday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,75,37,38,11100.0,0
2025-06-28,Saturday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,215,23,192,5060.0,0
2025-06-28,Saturday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,201,22,179,18700.0,0
2025-06-28,Saturday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,219,23,196,10350.0,0
2025-06-28,Saturday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,217,15,202,3450.0,0
2025-06-28,Saturday,PER-002,Lifebuoy Soap,Personal Care,150,10%,120,42,78,5670.0,0
2025-06-29,Sunday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,216,19,197,23750.0,0
2025-06-29,Sunday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,190,35,155,38500.0,0
2025-06-29,Sunday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,123,37,86,14060.0,0
2025-06-29,Sunday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,10%,151,37,114,38295.0,0
2025-06-29,Sunday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,219,12,207,9000.0,0
2025-06-29,Sunday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,188,47,141,11750.0,0
2025-06-29,Sunday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,238,40,198,12000.0,0
2025-06-29,Sunday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,192,33,159,7260.0,0
2025-06-29,Sunday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,179,28,151,23800.0,0
2025-06-29,Sunday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,196,18,178,8100.0,0
2025-06-29,Sunday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,202,26,176,5980.0,0
2025-06-29,Sunday,PER-002,Lifebuoy Soap,Personal Care,150,0%,78,36,42,5400.0,0
2025-06-30,Monday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,197,15,182,18750.0,0
2025-06-30,Monday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,155,19,136,20900.0,0
2025-06-30,Monday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,86,21,65,7980.0,0
2025-06-30,Monday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,114,28,86,32200.0,0
2025-06-30,Monday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,207,15,192,11250.0,0
2025-06-30,Monday,SNA-001,Munchee Super Cream Cracker,Snacks,250,10%,141,34,107,7650.0,0
2025-06-30,Monday,SNA-002,Maliban Lemon Puff,Snacks,300,10%,198,28,170,7560.0,0
2025-06-30,Monday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,159,18,141,3960.0,0
2025-06-30,Monday,PAN-002,Marina Coconut Oil 1L,Pantry,850,10%,151,23,128,17595.0,0
2025-06-30,Monday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,178,22,156,9900.0,0
2025-06-30,Monday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,176,19,157,4370.0,0
2025-06-30,Monday,PER-002,Lifebuoy Soap,Personal Care,150,0%,42,33,9,4950.0,0
2025-07-01,Tuesday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,182,16,166,20000.0,0
2025-07-01,Tuesday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,136,23,113,25300.0,0
2025-07-01,Tuesday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,65,23,42,8740.0,0
2025-07-01,Tuesday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,86,27,59,31050.0,0
2025-07-01,Tuesday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,192,16,176,12000.0,0
2025-07-01,Tuesday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,107,37,70,9250.0,0
2025-07-01,Tuesday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,170,27,143,8100.0,0
2025-07-01,Tuesday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,141,22,119,4840.0,0
2025-07-01,Tuesday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,128,18,110,15300.0,0
2025-07-01,Tuesday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,156,17,139,7650.0,0
2025-07-01,Tuesday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,157,12,145,2760.0,0
2025-07-01,Tuesday,PER-002,Lifebuoy Soap,Personal Care,150,10%,209,23,186,3105.0,0
2025-07-02,Wednesday,GRO-001,Keeri Samba 5kg,Grocery,1250,10%,166,12,154,13500.0,0
2025-07-02,Wednesday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,113,19,94,20900.0,0
2025-07-02,Wednesday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,42,32,10,12160.0,0
2025-07-02,Wednesday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,59,21,38,24150.0,0
2025-07-02,Wednesday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,176,13,163,9750.0,0
2025-07-02,Wednesday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,70,40,30,10000.0,0
2025-07-02,Wednesday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,143,22,121,6600.0,0
2025-07-02,Wednesday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,119,32,87,7040.0,0
2025-07-02,Wednesday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,110,18,92,15300.0,0
2025-07-02,Wednesday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,139,15,124,6750.0,0
2025-07-02,Wednesday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,145,17,128,3910.0,0
2025-07-02,Wednesday,PER-002,Lifebuoy Soap,Personal Care,150,10%,186,36,150,4860.0,0
2025-07-03,Thursday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,154,17,137,21250.0,0
2025-07-03,Thursday,GRO-002,Nadu Rice 5kg,Grocery,1100,10%,94,19,75,18810.0,0
2025-07-03,Thursday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,210,28,182,10640.0,0
2025-07-03,Thursday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,238,21,217,24150.0,0
2025-07-03,Thursday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,163,10,153,7500.0,0
2025-07-03,Thursday,SNA-001,Munchee Super Cream Cracker,Snacks,250,10%,230,44,186,9900.0,0
2025-07-03,Thursday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,121,33,88,9900.0,0
2025-07-03,Thursday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,87,20,67,4400.0,0
2025-07-03,Thursday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,92,24,68,20400.0,0
2025-07-03,Thursday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,124,14,110,6300.0,0
2025-07-03,Thursday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,128,12,116,2760.0,0
2025-07-03,Thursday,PER-002,Lifebuoy Soap,Personal Care,150,10%,150,21,129,2835.0,0
2025-07-04,Friday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,137,17,120,21250.0,0
2025-07-04,Friday,GRO-002,Nadu Rice 5kg,Grocery,1100,10%,75,24,51,23760.0,0
2025-07-04,Friday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,182,26,156,9880.0,0
2025-07-04,Friday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,10%,217,32,185,33120.0,0
2025-07-04,Friday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,153,14,139,10500.0,0
2025-07-04,Friday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,186,29,157,7250.0,0
2025-07-04,Friday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,88,25,63,7500.0,0
2025-07-04,Friday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,67,26,41,5720.0,0
2025-07-04,Friday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,68,15,53,12750.0,0
2025-07-04,Friday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,110,25,85,11250.0,0
2025-07-04,Friday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,116,17,99,3910.0,0
2025-07-04,Friday,PER-002,Lifebuoy Soap,Personal Care,150,0%,129,33,96,4950.0,0
2025-07-05,Saturday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,120,18,102,22500.0,0
2025-07-05,Saturday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,51,19,32,20900.0,0
2025-07-05,Saturday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,156,43,113,16340.0,0
2025-07-05,Saturday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,10%,185,46,139,47610.0,0
2025-07-05,Saturday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,139,16,123,12000.0,0
2025-07-05,Saturday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,157,56,101,14000.0,0
2025-07-05,Saturday,SNA-002,Maliban Lemon Puff,Snacks,300,10%,63,42,21,11340.0,0
2025-07-05,Saturday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,10%,41,25,16,4950.0,0
2025-07-05,Saturday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,53,32,21,27200.0,0
2025-07-05,Saturday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,85,15,70,6750.0,0
2025-07-05,Saturday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,99,28,71,6440.0,0
2025-07-05,Saturday,PER-002,Lifebuoy Soap,Personal Care,150,0%,96,37,59,5550.0,0
2025-07-06,Sunday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,102,18,84,22500.0,0
2025-07-06,Sunday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,232,23,209,25300.0,0
2025-07-06,Sunday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,113,44,69,16720.0,0
2025-07-06,Sunday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,139,30,109,34500.0,0
2025-07-06,Sunday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,123,9,114,6750.0,0
2025-07-06,Sunday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,101,36,65,9000.0,0
2025-07-06,Sunday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,221,37,184,11100.0,0
2025-07-06,Sunday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,216,37,179,8140.0,0
2025-07-06,Sunday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,221,37,184,31450.0,0
2025-07-06,Sunday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,70,25,45,11250.0,0
2025-07-06,Sunday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,71,18,53,4140.0,0
2025-07-06,Sunday,PER-002,Lifebuoy Soap,Personal Care,150,0%,59,44,15,6600.0,0
2025-07-07,Monday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,84,14,70,17500.0,0
2025-07-07,Monday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,209,16,193,17600.0,0
2025-07-07,Monday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,69,26,43,9880.0,0
2025-07-07,Monday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,109,21,88,24150.0,0
2025-07-07,Monday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,114,15,99,11250.0,0
2025-07-07,Monday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,65,31,34,7750.0,0
2025-07-07,Monday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,184,37,147,11100.0,0
2025-07-07,Monday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,179,17,162,3740.0,0
2025-07-07,Monday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,184,20,164,17000.0,0
2025-07-07,Monday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,45,18,27,8100.0,0
2025-07-07,Monday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,53,12,41,2760.0,0
2025-07-07,Monday,PER-002,Lifebuoy Soap,Personal Care,150,10%,215,28,187,3780.0,0
2025-07-08,Tuesday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,70,9,61,11250.0,0
2025-07-08,Tuesday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,193,16,177,17600.0,0
2025-07-08,Tuesday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,43,30,13,11400.0,0
2025-07-08,Tuesday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,10%,88,30,58,31050.0,0
2025-07-08,Tuesday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,99,10,89,7500.0,0
2025-07-08,Tuesday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,234,42,192,10500.0,0
2025-07-08,Tuesday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,147,39,108,11700.0,0
2025-07-08,Tuesday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,162,19,143,4180.0,0
2025-07-08,Tuesday,PAN-002,Marina Coconut Oil 1L,Pantry,850,10%,164,14,150,10710.0,0
2025-07-08,Tuesday,BEV-001,Coca Cola 1.5L,Beverages,450,10%,227,18,209,7290.0,0
2025-07-08,Tuesday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,41,16,25,3680.0,0
2025-07-08,Tuesday,PER-002,Lifebuoy Soap,Personal Care,150,0%,187,27,160,4050.0,0
2025-07-09,Wednesday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,61,18,43,22500.0,0
2025-07-09,Wednesday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,177,28,149,30800.0,0
2025-07-09,Wednesday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,213,28,185,10640.0,0
2025-07-09,Wednesday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,58,17,41,19550.0,0
2025-07-09,Wednesday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,89,12,77,9000.0,0
2025-07-09,Wednesday,SNA-001,Munchee Super Cream Cracker,Snacks,250,10%,192,40,152,9000.0,0
2025-07-09,Wednesday,SNA-002,Maliban Lemon Puff,Snacks,300,10%,108,31,77,8370.0,0
2025-07-09,Wednesday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,143,21,122,4620.0,0
2025-07-09,Wednesday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,150,15,135,12750.0,0
2025-07-09,Wednesday,BEV-001,Coca Cola 1.5L,Beverages,450,10%,209,21,188,8505.0,0
2025-07-09,Wednesday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,225,9,216,2070.0,0
2025-07-09,Wednesday,PER-002,Lifebuoy Soap,Personal Care,150,0%,160,25,135,3750.0,0
2025-07-10,Thursday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,43,10,33,12500.0,0
2025-07-10,Thursday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,149,17,132,18700.0,0
2025-07-10,Thursday,GRO-003,Mysore Dhal 1kg,Grocery,380,10%,185,27,158,9234.0,0
2025-07-10,Thursday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,41,16,25,18400.0,0
2025-07-10,Thursday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,77,13,64,9750.0,0
2025-07-10,Thursday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,152,41,111,10250.0,0
2025-07-10,Thursday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,77,29,48,8700.0,0
2025-07-10,Thursday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,122,18,104,3960.0,0
2025-07-10,Thursday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,135,14,121,11900.0,0
2025-07-10,Thursday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,188,16,172,7200.0,0
2025-07-10,Thursday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,216,13,203,2990.0,0
2025-07-10,Thursday,PER-002,Lifebuoy Soap,Personal Care,150,0%,135,27,108,4050.0,0
2025-07-11,Friday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,233,22,211,27500.0,0
2025-07-11,Friday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,132,21,111,23100.0,0
2025-07-11,Friday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,158,39,119,14820.0,0
2025-07-11,Friday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,10%,225,21,204,21735.0,0
2025-07-11,Friday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,64,12,52,9000.0,0
2025-07-11,Friday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,111,29,82,7250.0,0
2025-07-11,Friday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,48,20,28,6000.0,0
2025-07-11,Friday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,104,24,80,5280.0,0
2025-07-11,Friday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,121,19,102,16150.0,0
2025-07-11,Friday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,172,16,156,7200.0,0
2025-07-11,Friday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,203,10,193,2300.0,0
2025-07-11,Friday,PER-002,Lifebuoy Soap,Personal Care,150,10%,108,28,80,3780.0,0
2025-07-12,Saturday,GRO-001,Keeri Samba 5kg,Grocery,1250,10%,211,11,200,12375.0,0
2025-07-12,Saturday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,111,18,93,19800.0,0
2025-07-12,Saturday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,119,25,94,9500.0,0
2025-07-12,Saturday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,204,30,174,34500.0,0
2025-07-12,Saturday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,52,11,41,8250.0,0
2025-07-12,Saturday,SNA-001,Munchee Super Cream Cracker,Snacks,250,10%,82,33,49,7425.0,0
2025-07-12,Saturday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,228,30,198,9000.0,0
2025-07-12,Saturday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,10%,80,26,54,5148.0,0
2025-07-12,Saturday,PAN-002,Marina Coconut Oil 1L,Pantry,850,10%,102,22,80,16830.0,0
2025-07-12,Saturday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,156,25,131,11250.0,0
2025-07-12,Saturday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,193,22,171,5060.0,0
2025-07-12,Saturday,PER-002,Lifebuoy Soap,Personal Care,150,0%,80,46,34,6900.0,0
2025-07-13,Sunday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,200,28,172,35000.0,0
2025-07-13,Sunday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,93,30,63,33000.0,0
2025-07-13,Sunday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,94,46,48,17480.0,0
2025-07-13,Sunday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,174,30,144,34500.0,0
2025-07-13,Sunday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,41,15,26,11250.0,0
2025-07-13,Sunday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,49,49,0,12250.0,0
2025-07-13,Sunday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,198,33,165,9900.0,0
2025-07-13,Sunday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,54,30,24,6600.0,0
2025-07-13,Sunday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,80,21,59,17850.0,0
2025-07-13,Sunday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,131,23,108,10350.0,0
2025-07-13,Sunday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,171,22,149,5060.0,0
2025-07-13,Sunday,PER-002,Lifebuoy Soap,Personal Care,150,0%,234,25,209,3750.0,0
2025-07-14,Monday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,172,8,164,10000.0,0
2025-07-14,Monday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,63,30,33,33000.0,0
2025-07-14,Monday,GRO-003,Mysore Dhal 1kg,Grocery,380,10%,48,30,18,10260.0,0
2025-07-14,Monday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,10%,144,21,123,21735.0,0
2025-07-14,Monday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,226,9,217,6750.0,0
2025-07-14,Monday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,200,42,158,10500.0,0
2025-07-14,Monday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,165,30,135,9000.0,0
2025-07-14,Monday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,10%,224,30,194,5940.0,0
2025-07-14,Monday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,59,18,41,15300.0,0
2025-07-14,Monday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,108,16,92,7200.0,0
2025-07-14,Monday,PER-001,Signal Toothpaste 120g,Personal Care,230,10%,149,15,134,3105.0,0
2025-07-14,Monday,PER-002,Lifebuoy Soap,Personal Care,150,0%,209,36,173,5400.0,0
2025-07-15,Tuesday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,164,17,147,21250.0,0
2025-07-15,Tuesday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,233,15,218,16500.0,0
2025-07-15,Tuesday,GRO-003,Mysore Dhal 1kg,Grocery,380,10%,218,33,185,11286.0,0
2025-07-15,Tuesday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,123,20,103,23000.0,0
2025-07-15,Tuesday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,217,9,208,6750.0,0
2025-07-15,Tuesday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,158,39,119,9750.0,0
2025-07-15,Tuesday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,135,29,106,8700.0,0
2025-07-15,Tuesday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,194,25,169,5500.0,0
2025-07-15,Tuesday,PAN-002,Marina Coconut Oil 1L,Pantry,850,10%,41,16,25,12240.0,0
2025-07-15,Tuesday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,92,23,69,10350.0,0
2025-07-15,Tuesday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,134,14,120,3220.0,0
2025-07-15,Tuesday,PER-002,Lifebuoy Soap,Personal Care,150,0%,173,30,143,4500.0,0
2025-07-16,Wednesday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,147,17,130,21250.0,0
2025-07-16,Wednesday,GRO-002,Nadu Rice 5kg,Grocery,1100,10%,218,21,197,20790.0,0
2025-07-16,Wednesday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,185,27,158,10260.0,0
2025-07-16,Wednesday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,103,26,77,29900.0,0
2025-07-16,Wednesday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,208,9,199,6750.0,0
2025-07-16,Wednesday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,119,27,92,6750.0,0
2025-07-16,Wednesday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,106,24,82,7200.0,0
2025-07-16,Wednesday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,169,24,145,5280.0,0
2025-07-16,Wednesday,PAN-002,Marina Coconut Oil 1L,Pantry,850,10%,225,16,209,12240.0,0
2025-07-16,Wednesday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,69,18,51,8100.0,0
2025-07-16,Wednesday,PER-001,Signal Toothpaste 120g,Personal Care,230,10%,120,15,105,3105.0,0
2025-07-16,Wednesday,PER-002,Lifebuoy Soap,Personal Care,150,0%,143,22,121,3300.0,0
2025-07-17,Thursday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,130,14,116,17500.0,0
2025-07-17,Thursday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,197,18,179,19800.0,0
2025-07-17,Thursday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,158,26,132,9880.0,0
2025-07-17,Thursday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,77,21,56,24150.0,0
2025-07-17,Thursday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,199,17,182,12750.0,0
2025-07-17,Thursday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,92,37,55,9250.0,0
2025-07-17,Thursday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,82,27,55,8100.0,0
2025-07-17,Thursday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,10%,145,20,125,3960.0,0
2025-07-17,Thursday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,209,14,195,11900.0,0
2025-07-17,Thursday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,51,20,31,9000.0,0
2025-07-17,Thursday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,105,12,93,2760.0,0
2025-07-17,Thursday,PER-002,Lifebuoy Soap,Personal Care,150,0%,121,30,91,4500.0,0
2025-07-18,Friday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,116,18,98,22500.0,0
2025-07-18,Friday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,179,14,165,15400.0,0
2025-07-18,Friday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,132,22,110,8360.0,0
2025-07-18,Friday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,10%,56,26,30,26910.0,0
